date,XIC,XLB,XRB,VFV,CGL
2024-07-01,35.11136245727539,18.072467803955078,22.372541427612305,132.6492156982422,19.510000228881836
2024-08-01,35.520851135253906,18.04546546936035,22.166297912597656,132.54136657714844,19.889999389648438
2024-09-01,36.63548278808594,18.568347930908203,22.64753532409668,135.69720458984375,20.850000381469727
2024-10-01,36.96164321899414,18.216367721557617,22.568965911865234,138.5084686279297,21.760000228881836
2024-11-01,39.32151412963867,18.857736587524414,22.843957901000977,147.79737854003906,20.940000534057617
2024-12-01,38.035648345947266,18.362363815307617,22.902605056762695,147.82005310058594,20.739999771118164
2025-01-01,39.34822463989258,18.553136825561523,23.200817108154297,153.52627563476562,22.100000381469727
2025-02-01,39.174495697021484,18.905900955200195,23.518909454345703,150.78648376464844,22.540000915527344
2025-03-01,38.61372375488281,18.690217971801758,23.459266662597656,141.34869384765625,24.639999389648438
2025-04-01,38.53598403930664,18.32192039489746,23.002010345458984,134.5298309326172,25.68000030517578
2025-05-01,40.683349609375,18.335098266601562,23.071592330932617,142.25790405273438,25.780000686645508
2025-06-01,41.87253952026367,18.2894229888916,22.70810890197754,148.47283935546875,25.81999969482422
2025-07-01,42.625850677490234,17.898099899291992,22.628780364990234,154.45652770996094,25.56999969482422
2025-08-01,44.70969772338867,17.8331241607666,22.638696670532227,155.99208068847656,26.829999923706055
2025-09-01,47.10972595214844,18.454286575317383,22.975849151611328,163.8172149658203,29.959999084472656
2025-10-01,47.572265625,18.7178897857666,23.164255142211914,169.06959533691406,30.969999313354492
2025-11-01,49.41256332397461,18.779233932495117,23.263416290283203,168.87103271484375,32.709999084472656
2025-12-01,50.02207565307617,18.22323989868164,22.64091682434082,165.8234100341797,33.20000076293945
2026-01-01,50.477272033691406,18.352222442626953,22.731281280517578,166.8385467529297,37.290000915527344
2026-02-01,54.336544036865234,18.86597442626953,23.444143295288086,165.8234100341797,40.459999084472656
2026-03-01,51.96683120727539,18.157419204711914,22.982288360595703,160.64720153808594,35.900001525878906
2026-04-01,53.95637512207031,18.247880935668945,22.992328643798828,173.4398956298828,36.099998474121094
2026-05-01,55.1600456237793,18.708295822143555,23.49434471130371,185.2147674560547,34.66999816894531
2026-06-01,55.599998474121094,18.809999465942383,23.420000076293945,188.3699951171875,30.559999465942383
